📺其他频道,#genre#
吉林卫视,http://111.43.126.240:7777/hls/45/index.m3u8
天津卫视,http://111.43.126.240:7777/hls/46/index.m3u8
东南卫视,http://111.43.126.240:7777/hls/47/index.m3u8
山东卫视,http://111.43.126.240:7777/hls/48/index.m3u8
江西卫视,http://111.43.126.240:7777/hls/49/index.m3u8
四川卫视,http://111.43.126.240:7777/hls/50/index.m3u8
深圳卫视,http://111.43.126.240:7777/hls/51/index.m3u8
贵州卫视,http://111.43.126.240:7777/hls/52/index.m3u8
海南卫视,http://111.43.126.240:7777/hls/53/index.m3u8
湖北卫视,http://111.43.126.240:7777/hls/54/index.m3u8
重庆卫视,http://111.43.126.240:7777/hls/55/index.m3u8
河北卫视,http://111.43.126.240:7777/hls/56/index.m3u8
辽宁卫视,http://111.43.126.240:7777/hls/57/index.m3u8
西藏卫视,http://111.43.126.240:7777/hls/58/index.m3u8
青海卫视,http://111.43.126.240:7777/hls/59/index.m3u8
云南卫视,http://111.43.126.240:7777/hls/60/index.m3u8
山西卫视,http://111.43.126.240:7777/hls/61/index.m3u8
广西卫视,http://111.43.126.240:7777/hls/62/index.m3u8
内蒙古卫视,http://111.43.126.240:7777/hls/63/index.m3u8
新疆卫视,http://111.43.126.240:7777/hls/64/index.m3u8
延边卫视,http://111.43.126.240:7777/hls/65/index.m3u8
兵团卫视,http://111.43.126.240:7777/hls/66/index.m3u8
宁夏卫视,http://111.43.126.240:7777/hls/67/index.m3u8
陕西卫视,http://111.43.126.240:7777/hls/68/index.m3u8
大湾区卫视,http://111.43.126.240:7777/hls/69/index.m3u8
甘肃卫视,http://111.43.126.240:7777/hls/70/index.m3u8
北京卫视,http://124.88.238.50:82/hls/13/index.m3u8
湖南卫视,http://124.88.238.50:82/hls/14/index.m3u8
东方卫视,http://124.88.238.50:82/hls/15/index.m3u8
浙江卫视,http://124.88.238.50:82/hls/16/index.m3u8
江苏卫视,http://124.88.238.50:82/hls/17/index.m3u8
安徽卫视,http://124.88.238.50:82/hls/18/index.m3u8
江西卫视,http://124.88.238.50:82/hls/19/index.m3u8
河南卫视,http://124.88.238.50:82/hls/20/index.m3u8
辽宁卫视,http://124.88.238.50:82/hls/21/index.m3u8
浙江卫视,http://183.129.255.66:8480/hls/27/index.m3u8
安徽卫视,http://183.129.255.66:8480/hls/28/index.m3u8
北京卫视,http://183.129.255.66:8480/hls/29/index.m3u8
东方卫视,http://183.129.255.66:8480/hls/30/index.m3u8
广东卫视,http://183.129.255.66:8480/hls/31/index.m3u8
湖南卫视,http://183.129.255.66:8480/hls/32/index.m3u8
江苏卫视,http://183.129.255.66:8480/hls/33/index.m3u8
深圳卫视,http://183.129.255.66:8480/hls/34/index.m3u8
山东卫视,http://183.129.255.66:8480/hls/35/index.m3u8
四川卫视,http://183.129.255.66:8480/hls/36/index.m3u8
重庆卫视,http://183.129.255.66:8480/hls/37/index.m3u8
河南卫视,http://183.129.255.66:8480/hls/38/index.m3u8
河北卫视,http://183.129.255.66:8480/hls/39/index.m3u8
云南卫视,http://183.129.255.66:8480/hls/40/index.m3u8
湖北卫视,http://183.129.255.66:8480/hls/41/index.m3u8
天津卫视,http://183.129.255.66:8480/hls/42/index.m3u8
陕西卫视,http://183.129.255.66:8480/hls/43/index.m3u8
江西卫视,http://183.129.255.66:8480/hls/44/index.m3u8
山西卫视,http://183.129.255.66:8480/hls/45/index.m3u8
辽宁卫视,http://183.129.255.66:8480/hls/46/index.m3u8
黑龙江卫视,http://183.129.255.66:8480/hls/47/index.m3u8
内蒙古卫视,http://183.129.255.66:8480/hls/48/index.m3u8
河南卫视,http://42.237.165.108:9003/hls/17/index.m3u8
浙江卫视,http://42.237.165.108:9003/hls/18/index.m3u8
东方卫视,http://42.237.165.108:9003/hls/19/index.m3u8
天津卫视,http://42.237.165.108:9003/hls/20/index.m3u8
安徽卫视,http://42.237.165.108:9003/hls/21/index.m3u8
山东卫视,http://42.237.165.108:9003/hls/22/index.m3u8
湖北卫视,http://42.237.165.108:9003/hls/23/index.m3u8
深圳卫视,http://42.237.165.108:9003/hls/24/index.m3u8
黑龙江卫视,http://42.237.165.108:9003/hls/25/index.m3u8
北京卫视,http://42.237.165.108:9003/hls/26/index.m3u8
湖南卫视,http://42.237.165.108:9003/hls/27/index.m3u8
江苏卫视,http://42.237.165.108:9003/hls/28/index.m3u8
辽宁卫视,http://42.237.165.108:9003/hls/29/index.m3u8
江西卫视,http://42.237.165.108:9003/hls/30/index.m3u8
四川卫视,http://42.237.165.108:9003/hls/31/index.m3u8
云南卫视,http://42.237.165.108:9003/hls/32/index.m3u8
河南卫视,http://106.46.29.52:8888/hls/16/index.m3u8
浙江卫视,http://106.46.29.52:8888/hls/17/index.m3u8
江苏卫视,http://106.46.29.52:8888/hls/18/index.m3u8
北京卫视,http://106.46.29.52:8888/hls/19/index.m3u8
广东卫视,http://106.46.29.52:8888/hls/20/index.m3u8
山东卫视,http://106.46.29.52:8888/hls/21/index.m3u8
安徽卫视,http://106.46.29.52:8888/hls/22/index.m3u8
辽宁卫视,http://106.46.29.52:8888/hls/23/index.m3u8
陕西卫视,http://106.46.29.52:8888/hls/24/index.m3u8
贵州卫视,http://106.46.29.52:8888/hls/25/index.m3u8
河北卫视,http://106.46.29.52:8888/hls/26/index.m3u8
江西卫视,http://106.46.29.52:8888/hls/27/index.m3u8
湖南卫视,http://106.46.29.52:8888/hls/28/index.m3u8
深圳卫视,http://106.46.29.52:8888/hls/29/index.m3u8
四川卫视,http://106.46.29.52:8888/hls/30/index.m3u8
湖北卫视,http://106.46.29.52:8888/hls/31/index.m3u8
天津卫视,http://106.46.29.52:8888/hls/32/index.m3u8
湖南卫视,http://27.41.244.148:801/hls/27/index.m3u8
北京卫视,http://27.41.244.148:801/hls/28/index.m3u8
安徽卫视,http://27.41.244.148:801/hls/29/index.m3u8
东南卫视,http://27.41.244.148:801/hls/32/index.m3u8
甘肃卫视,http://27.41.244.148:801/hls/33/index.m3u8
广西卫视,http://27.41.244.148:801/hls/34/index.m3u8
贵州卫视,http://27.41.244.148:801/hls/35/index.m3u8
海南卫视,http://27.41.244.148:801/hls/36/index.m3u8
河北卫视,http://27.41.244.148:801/hls/37/index.m3u8
河南卫视,http://27.41.244.148:801/hls/38/index.m3u8
黑龙江卫视,http://27.41.244.148:801/hls/39/index.m3u8
吉林卫视,http://27.41.244.148:801/hls/40/index.m3u8
江苏卫视,http://27.41.244.148:801/hls/42/index.m3u8
江西卫视,http://27.41.244.148:801/hls/43/index.m3u8
内蒙古卫视,http://27.41.244.148:801/hls/47/index.m3u8
宁夏卫视,http://27.41.244.148:801/hls/48/index.m3u8
青海卫视,http://27.41.244.148:801/hls/49/index.m3u8
山东卫视,http://27.41.244.148:801/hls/51/index.m3u8
山西卫视,http://27.41.244.148:801/hls/52/index.m3u8
陕西卫视,http://27.41.244.148:801/hls/53/index.m3u8
天津卫视,http://27.41.244.148:801/hls/55/index.m3u8
四川卫视,http://27.41.244.148:801/hls/54/index.m3u8
西藏卫视,http://27.41.244.148:801/hls/56/index.m3u8
新疆卫视,http://27.41.244.148:801/hls/57/index.m3u8
浙江卫视,http://27.41.244.148:801/hls/58/index.m3u8
重庆卫视,http://27.41.244.148:801/hls/59/index.m3u8
山西卫视,http://171.124.255.189:9003/hls/19/index.m3u8
北京卫视,http://171.124.255.189:9003/hls/20/index.m3u8
安徽卫视,http://171.124.255.189:9003/hls/21/index.m3u8
重庆卫视,http://171.124.255.189:9003/hls/22/index.m3u8
东方卫视,http://171.124.255.189:9003/hls/23/index.m3u8
东南卫视,http://171.124.255.189:9003/hls/24/index.m3u8
甘肃卫视,http://171.124.255.189:9003/hls/25/index.m3u8
广东卫视,http://171.124.255.189:9003/hls/26/index.m3u8
广西卫视,http://171.124.255.189:9003/hls/27/index.m3u8
海南卫视,http://171.124.255.189:9003/hls/28/index.m3u8
河北卫视,http://171.124.255.189:9003/hls/29/index.m3u8
河南卫视,http://171.124.255.189:9003/hls/30/index.m3u8
黑龙江卫视,http://171.124.255.189:9003/hls/31/index.m3u8
湖北卫视,http://171.124.255.189:9003/hls/32/index.m3u8
湖南卫视,http://171.124.255.189:9003/hls/33/index.m3u8
吉林卫视,http://171.124.255.189:9003/hls/34/index.m3u8
江苏卫视,http://171.124.255.189:9003/hls/35/index.m3u8
江西卫视,http://171.124.255.189:9003/hls/36/index.m3u8
辽宁卫视,http://171.124.255.189:9003/hls/37/index.m3u8
内蒙卫视,http://171.124.255.189:9003/hls/38/index.m3u8
宁夏卫视,http://171.124.255.189:9003/hls/39/index.m3u8
青海卫视,http://171.124.255.189:9003/hls/40/index.m3u8
广东卫视,http://183.21.70.117:3388/hls/11/index.m3u8
大湾区卫视高清 ,http://183.21.70.117:3388/hls/13/index.m3u8
湖南卫视,http://183.21.70.117:3388/hls/22/index.m3u8
浙江卫视,http://183.21.70.117:3388/hls/23/index.m3u8
东方卫视,http://183.21.70.117:3388/hls/24/index.m3u8
深圳卫视,http://183.21.70.117:3388/hls/25/index.m3u8
东南卫视,http://183.21.70.117:3388/hls/26/index.m3u8
广西卫视,http://183.21.70.117:3388/hls/27/index.m3u8
山西卫视,http://171.118.206.230:9003/hls/19/index.m3u8
北京卫视,http://171.118.206.230:9003/hls/20/index.m3u8
安徽卫视,http://171.118.206.230:9003/hls/21/index.m3u8
重庆卫视,http://171.118.206.230:9003/hls/22/index.m3u8
东方卫视,http://171.118.206.230:9003/hls/23/index.m3u8
东南卫视,http://171.118.206.230:9003/hls/24/index.m3u8
甘肃卫视,http://171.118.206.230:9003/hls/25/index.m3u8
广东卫视,http://171.118.206.230:9003/hls/26/index.m3u8
广西卫视,http://171.118.206.230:9003/hls/27/index.m3u8
海南卫视,http://171.118.206.230:9003/hls/28/index.m3u8
河北卫视,http://171.118.206.230:9003/hls/29/index.m3u8
河南卫视,http://171.118.206.230:9003/hls/30/index.m3u8
黑龙江卫视,http://171.118.206.230:9003/hls/31/index.m3u8
湖北卫视,http://171.118.206.230:9003/hls/32/index.m3u8
湖南卫视,http://171.118.206.230:9003/hls/33/index.m3u8
吉林卫视,http://171.118.206.230:9003/hls/34/index.m3u8
江苏卫视,http://171.118.206.230:9003/hls/35/index.m3u8
江西卫视,http://171.118.206.230:9003/hls/36/index.m3u8
辽宁卫视,http://171.118.206.230:9003/hls/37/index.m3u8
内蒙卫视,http://171.118.206.230:9003/hls/38/index.m3u8
宁夏卫视,http://171.118.206.230:9003/hls/39/index.m3u8
青海卫视,http://171.118.206.230:9003/hls/40/index.m3u8
山东卫视,http://171.118.206.230:9003/hls/41/index.m3u8
陕西卫视,http://171.118.206.230:9003/hls/42/index.m3u8
深圳卫视,http://171.118.206.230:9003/hls/43/index.m3u8
四川卫视,http://171.118.206.230:9003/hls/44/index.m3u8
天津卫视,http://171.118.206.230:9003/hls/45/index.m3u8
西藏卫视,http://171.118.206.230:9003/hls/46/index.m3u8
新疆卫视,http://171.118.206.230:9003/hls/47/index.m3u8
云南卫视,http://171.118.206.230:9003/hls/48/index.m3u8
浙江卫视,http://171.118.206.230:9003/hls/49/index.m3u8
兵团卫视,http://171.118.206.230:9003/hls/50/index.m3u8
河南卫视,http://61.52.83.116:8888/hls/17/index.m3u8
湖南卫视,http://61.52.83.116:8888/hls/28/index.m3u8
江苏卫视,http://61.52.83.116:8888/hls/29/index.m3u8
浙江卫视,http://61.52.83.116:8888/hls/30/index.m3u8
北京卫视,http://61.52.83.116:8888/hls/31/index.m3u8
天津卫视,http://61.52.83.116:8888/hls/32/index.m3u8
山东卫视,http://61.52.83.116:8888/hls/33/index.m3u8
山东卫视,http://112.238.127.162:7001/hls/16/index.m3u8
湖南卫视,http://112.238.127.162:7001/hls/17/index.m3u8
江苏卫视,http://112.238.127.162:7001/hls/18/index.m3u8
浙江卫视,http://112.238.127.162:7001/hls/19/index.m3u8
北京卫视,http://112.238.127.162:7001/hls/20/index.m3u8
天津卫视,http://112.238.127.162:7001/hls/21/index.m3u8
广东卫视,http://112.238.127.162:7001/hls/22/index.m3u8
深圳卫视,http://112.238.127.162:7001/hls/23/index.m3u8
辽宁卫视,http://112.238.127.162:7001/hls/24/index.m3u8
河南卫视,http://112.238.127.162:7001/hls/25/index.m3u8
东方卫视,http://112.238.127.162:7001/hls/26/index.m3u8
陕西卫视,http://112.238.127.162:7001/hls/27/index.m3u8
山西卫视,http://112.238.127.162:7001/hls/28/index.m3u8
云南卫视,http://112.238.127.162:7001/hls/29/index.m3u8
广西卫视,http://112.238.127.162:7001/hls/30/index.m3u8
四川卫视,http://112.238.127.162:7001/hls/31/index.m3u8
江西卫视,http://112.238.127.162:7001/hls/32/index.m3u8
河南卫视,http://61.52.85.34:8888/hls/17/index.m3u8
湖南卫视,http://61.52.85.34:8888/hls/28/index.m3u8
江苏卫视,http://61.52.85.34:8888/hls/29/index.m3u8
浙江卫视,http://61.52.85.34:8888/hls/30/index.m3u8
北京卫视,http://61.52.85.34:8888/hls/31/index.m3u8
天津卫视,http://61.52.85.34:8888/hls/32/index.m3u8
山东卫视,http://61.52.85.34:8888/hls/33/index.m3u8
安徽卫视,http://112.27.235.94:8000/hls/26/index.m3u8
北京卫视,http://112.27.235.94:8000/hls/27/index.m3u8
东方卫视,http://112.27.235.94:8000/hls/28/index.m3u8
浙江卫视,http://112.27.235.94:8000/hls/29/index.m3u8
广东卫视,http://112.27.235.94:8000/hls/30/index.m3u8
湖南卫视,http://112.27.235.94:8000/hls/31/index.m3u8
江苏卫视,http://112.27.235.94:8000/hls/32/index.m3u8
深圳卫视,http://112.27.235.94:8000/hls/33/index.m3u8
山东卫视,http://112.27.235.94:8000/hls/34/index.m3u8
四川卫视,http://112.27.235.94:8000/hls/35/index.m3u8
重庆卫视,http://112.27.235.94:8000/hls/36/index.m3u8
河南卫视,http://112.27.235.94:8000/hls/37/index.m3u8
东南卫视,http://112.27.235.94:8000/hls/38/index.m3u8
河北卫视,http://112.27.235.94:8000/hls/39/index.m3u8
云南卫视,http://112.27.235.94:8000/hls/40/index.m3u8
湖北卫视,http://112.27.235.94:8000/hls/41/index.m3u8
天津卫视,http://112.27.235.94:8000/hls/42/index.m3u8
陕西卫视,http://112.27.235.94:8000/hls/43/index.m3u8
江西卫视,http://112.27.235.94:8000/hls/44/index.m3u8
山西卫视,http://112.27.235.94:8000/hls/45/index.m3u8
贵州卫视,http://112.27.235.94:8000/hls/46/index.m3u8
辽宁卫视,http://112.27.235.94:8000/hls/47/index.m3u8
黑龙江卫视,http://112.27.235.94:8000/hls/48/index.m3u8
内蒙古卫视,http://112.27.235.94:8000/hls/49/index.m3u8
北京卫视,http://124.88.238.50:81/hls/13/index.m3u8
湖南卫视,http://124.88.238.50:81/hls/14/index.m3u8
东方卫视,http://124.88.238.50:81/hls/15/index.m3u8
浙江卫视,http://124.88.238.50:81/hls/16/index.m3u8
江苏卫视,http://124.88.238.50:81/hls/17/index.m3u8
安徽卫视,http://124.88.238.50:81/hls/18/index.m3u8
江西卫视,http://124.88.238.50:81/hls/19/index.m3u8
河南卫视,http://124.88.238.50:81/hls/20/index.m3u8
辽宁卫视,http://124.88.238.50:81/hls/21/index.m3u8
📺地方频道,#genre#
黑龙江影视,http://111.43.126.240:7777/hls/7/index.m3u8
黑龙江文体,http://111.43.126.240:7777/hls/8/index.m3u8
黑龙江都市,http://111.43.126.240:7777/hls/9/index.m3u8
黑龙江新闻,http://111.43.126.240:7777/hls/10/index.m3u8
黑龙江公共,http://111.43.126.240:7777/hls/11/index.m3u8
黑龙江少儿,http://111.43.126.240:7777/hls/12/index.m3u8
浙江少儿,http://183.129.255.66:8480/hls/23/index.m3u8
浙江教科影视,http://183.129.255.66:8480/hls/24/index.m3u8
浙江新闻,http://183.129.255.66:8480/hls/25/index.m3u8
浙江经视,http://183.129.255.66:8480/hls/26/index.m3u8
广东珠江,http://27.41.244.148:801/hls/25/index.m3u8
广东体育,http://27.41.244.148:801/hls/204/index.m3u8
广东体育高清 ,http://183.21.70.117:3388/hls/6/index.m3u8
广东珠江高清 ,http://183.21.70.117:3388/hls/7/index.m3u8
广东影视高清 ,http://183.21.70.117:3388/hls/14/index.m3u8
广东新闻高清 ,http://183.21.70.117:3388/hls/15/index.m3u8
河南都市,http://61.52.83.116:8888/hls/18/index.m3u8
河南民生,http://61.52.83.116:8888/hls/19/index.m3u8
河南法治,http://61.52.83.116:8888/hls/20/index.m3u8
河南电视剧,http://61.52.83.116:8888/hls/21/index.m3u8
河南新闻,http://61.52.83.116:8888/hls/22/index.m3u8
河南公共,http://61.52.83.116:8888/hls/23/index.m3u8
河南新农村,http://61.52.83.116:8888/hls/24/index.m3u8
河南梨园,http://61.52.83.116:8888/hls/25/index.m3u8
河南文物宝库,http://61.52.83.116:8888/hls/26/index.m3u8
河南武术世界,http://61.52.83.116:8888/hls/27/index.m3u8
河南都市,http://61.52.85.34:8888/hls/18/index.m3u8
河南民生,http://61.52.85.34:8888/hls/19/index.m3u8
河南法治,http://61.52.85.34:8888/hls/20/index.m3u8
河南电视剧,http://61.52.85.34:8888/hls/21/index.m3u8
河南新闻,http://61.52.85.34:8888/hls/22/index.m3u8
河南公共,http://61.52.85.34:8888/hls/23/index.m3u8
河南新农村,http://61.52.85.34:8888/hls/24/index.m3u8
河南梨园,http://61.52.85.34:8888/hls/25/index.m3u8
河南文物宝库,http://61.52.85.34:8888/hls/26/index.m3u8
河南武术世界,http://61.52.85.34:8888/hls/27/index.m3u8
安徽经济生活,http://112.27.235.94:8000/hls/22/index.m3u8
安徽公共,http://112.27.235.94:8000/hls/23/index.m3u8
安徽影视,http://112.27.235.94:8000/hls/24/index.m3u8
安徽综艺体育,http://112.27.235.94:8000/hls/25/index.m3u8
📺央视频道,#genre#
CCTV1,http://111.43.126.240:7777/hls/13/index.m3u8
CCTV2,http://111.43.126.240:7777/hls/14/index.m3u8
CCTV3,http://111.43.126.240:7777/hls/15/index.m3u8
CCTV4,http://111.43.126.240:7777/hls/16/index.m3u8
CCTV5,http://111.43.126.240:7777/hls/17/index.m3u8
CCTV5+,http://111.43.126.240:7777/hls/18/index.m3u8
CCTV6,http://111.43.126.240:7777/hls/19/index.m3u8
CCTV7,http://111.43.126.240:7777/hls/20/index.m3u8
CCTV8,http://111.43.126.240:7777/hls/21/index.m3u8
CCTV9,http://111.43.126.240:7777/hls/22/index.m3u8
CCTV10,http://111.43.126.240:7777/hls/23/index.m3u8
CCTV11,http://111.43.126.240:7777/hls/24/index.m3u8
CCTV12,http://111.43.126.240:7777/hls/25/index.m3u8
CCTV13,http://111.43.126.240:7777/hls/26/index.m3u8
CCTV14,http://111.43.126.240:7777/hls/27/index.m3u8
CCTV15,http://111.43.126.240:7777/hls/28/index.m3u8
CCTV16,http://111.43.126.240:7777/hls/29/index.m3u8
CCTV1,http://124.88.238.50:82/hls/1/index.m3u8
CCTV2,http://124.88.238.50:82/hls/2/index.m3u8
CCTV3,http://124.88.238.50:82/hls/3/index.m3u8
CCTV4,http://124.88.238.50:82/hls/4/index.m3u8
CCTV5,http://124.88.238.50:82/hls/5/index.m3u8
CCTV5+,http://124.88.238.50:82/hls/6/index.m3u8
CCTV7,http://124.88.238.50:82/hls/7/index.m3u8
CCTV8,http://124.88.238.50:82/hls/8/index.m3u8
CCTV10,http://124.88.238.50:82/hls/9/index.m3u8
CCTV11,http://124.88.238.50:82/hls/10/index.m3u8
CCTV12,http://124.88.238.50:82/hls/11/index.m3u8
CCTV13,http://124.88.238.50:82/hls/12/index.m3u8
CCTV1,http://183.129.255.66:8480/hls/1/index.m3u8
CCTV2,http://183.129.255.66:8480/hls/2/index.m3u8
CCTV3,http://183.129.255.66:8480/hls/3/index.m3u8
CCTV5,http://183.129.255.66:8480/hls/5/index.m3u8
CCTV5+,http://183.129.255.66:8480/hls/6/index.m3u8
CCTV6,http://183.129.255.66:8480/hls/7/index.m3u8
CCTV7,http://183.129.255.66:8480/hls/8/index.m3u8
CCTV8,http://183.129.255.66:8480/hls/9/index.m3u8
CCTV9,http://183.129.255.66:8480/hls/10/index.m3u8
CCTV10,http://183.129.255.66:8480/hls/11/index.m3u8
CCTV11,http://183.129.255.66:8480/hls/12/index.m3u8
CCTV12,http://183.129.255.66:8480/hls/13/index.m3u8
CCTV13,http://183.129.255.66:8480/hls/14/index.m3u8
